index,cafe_name,city,province,phone_number,cost,work_start,work_end,cafe_address,hookah,internet,delivery,smoking,open_space,live_music,parking,pos,food_quality,service,cost_value,environment,follower,lat,lon
985, کیک استودیوسارا (Asp) ,tehran,اتوبان حکیم غرب,0218804,2,08:00:00,22:00:00,اتوبان حکیم غرب،خروجی شیخ بهایی،بلوار۶۴ متری،ساختمانهای آ.اس.پ،جنب ورودی بلوکB,False,False,False,False,False,False,False,True,3,4,4,3,0,35.745116,51.400242
986, بابیلون بیسترو ,tehran,شیخ بهایی,02188039499,2,10:00:00,23:00:00,شیخ بهایی ،  برجهای آ.اس.پ ، طبقه همکف تجاری پلاک22,False,False,False,True,False,False,True,True,4,4,4,4,0,35.745,51.39933
987, کاویش ,tehran,بلوار مرزداران,02144389320,2,09:00:00,23:15:00,بلوار مرزداران، نرسیده به اشرفی اصفهانی ، نبش خیابان ابوالفضل، پلاک ۲۰۷,False,True,False,True,True,False,False,True,3,3,4,3,0,35.73615324778788,51.33612839155083
988, شاتو ,tehran,پونک,02144422772,2,11:00:00,23:00:00,پونک، خیابان میرزا بابایی، رو به روی پارکینگ شهروند، پلاک ۳۲,False,True,False,True,False,False,False,True,4,4,4,4,0,35.760182,51.333591
989, ستراس ,tehran,خیابان بهشتی,02188716255,1,07:30:00,22:30:00,خیابان بهشتی ، خیابان وزرا ، نبش یکم ، پاساژ ستاره ، طبقه اول ، واحد 26,False,False,False,True,False,False,False,True,4,4,4,4,0,35.72877,51.415624
990, راشا ,tehran,ميدان فاطمی,02188978752,2,08:00:00,00:00:00,ميدان فاطمی، مرکز خرید پرنيان، طبقه اول، واحد ۴۴,True,True,True,True,False,False,True,True,4,4,4,4,0,35.719858,51.404943
991, پاپا ,tehran,خیابان آیت,02177956160,2,08:00:00,23:00:00,خیابان آیت، بالاتر از چهارراه تلفن خانه، به سمت میدان هفت حوض، پلاک ۲۳۵,False,False,False,True,False,False,False,True,0,0,0,0,0,35.726342,51.492949
992, حیاط شماره 65 ,tehran,خيابان انقلاب ( شرق به غرب),02188302842,2,09:00:00,23:00:00,خيابان انقلاب ( شرق به غرب) ، نرسيده به ميدان فردوسى، خيابان موسوى، نبش كوچه اعتماد مقدم پلاك ٣٢,False,False,False,True,True,False,False,True,4,4,4,4,0,35.702913,51.421115
993, قهوه خانه گلها ,tehran,خیابان  فردوسی خیابان سرهنگ سخایی پلاک3,02166745626,2,06:00:00,16:30:00,خیابان  فردوسی خیابان سرهنگ سخایی پلاک3,False,True,True,False,False,False,False,True,4,4,4,4,0,35.6901774003402,51.4197033192006
994, شید ,tehran,سهروردی شمالی,02188766726,2,09:00:00,11:00:00,سهروردی شمالی، چهار راه هویزه، نبش کوچه نیکو قدم، پلاک 476، نبش رستوران البرز,False,False,False,True,False,False,False,True,4,4,5,4,0,35.733518,51.439947
995, آفریقا ,tehran,میدان آرژانتین,02188552925,2,10:00:00,21:00:00,میدان آرژانتین ، طبقه دوم مرکز خرید آفریقا,False,True,False,False,False,False,False,True,4,4,4,4,0,35.73654,51.414936
996, آگر ,tehran,خیابان انقلاب,02166700414,3,08:00:00,11:00:00,خیابان انقلاب، بین خیابان نجات الهی(ویلا) و میدان فردوسی، نبش کوچه براتی، پلاک814,False,True,False,True,False,False,False,True,4,4,4,4,0,35.701351,51.416739
997, السا (سعادت آباد) ,tehran,سعادت آباد,02188094926,3,08:00:00,00:00:00,سعادت آباد، بلوار دریا ، انتهای کوچه رامشه ، بین توحید 1 و مهرداد ، پلاک 68/1,False,False,False,True,False,False,True,True,4,4,4,4,0,35.767342,51.375187
998, خانه پنیر پرچک ,tehran,خیابان ولیعصر,02188652255,2,09:00:00,23:00:00,خیابان ولیعصر، بالاتر از پارک ساعی، نبش کوچه گل,False,True,False,False,False,False,False,True,4,4,4,4,0,35.74025993909902,51.40976272523403
999, مدائن ,tehran,خیابان ظفر شرقی,02122252420,2,10:00:00,23:30:00,خیابان ظفر شرقی، خیابان فرید افشار، بلوار آرش شرقی، پلاک ۴۴,True,True,False,False,False,False,True,True,4,4,4,3,0,35.7694753093609,51.428270637989
1000, سینما (خانه موزه انتظامی) ,tehran,قيطريه,02126768513,2,10:30:00,22:30:00,قيطريه، روبروي تقاطع كاوه، خ احمدي، كافه سينما خانه موزه استاد عزت الله انتظامي,False,False,False,True,False,False,False,True,4,4,4,3,0,35.796308,51.441759
1001, ویونا (موزه سینما) ,tehran,خیابان ولیعصر,02122742559,2,08:30:00,23:00:00,خیابان ولیعصر ، بالاتر از زعفرانیه ، باغ فردوس، موزه سینمای ایران,False,True,False,False,False,True,False,True,5,5,5,5,0,35.80257831395615,51.42233490943909
1002, مارکوف ,tehran,خیابان انقلاب,0219193972207,2,09:00:00,23:00:00,خیابان انقلاب، بعد از 4 راه ولی عصر، خیابان خارک، کوچه شهرود، پلاک 9,False,False,False,True,False,False,False,True,4,3,4,3,0,35.69933234518842,51.40963196754455
1003, سینما (موزه سینما) ,tehran,خیابان ولیعصر – بالاتر از زعفرانیه – باغ فردوس – موزه سینمای ایران,02122756531,2,09:00:00,23:30:00,خیابان ولیعصر – بالاتر از زعفرانیه – باغ فردوس – موزه سینمای ایران,False,True,False,True,True,False,False,True,4,4,4,4,0,35.803342,51.421314
1004, لبخند ,tehran,خیابان دماوند نرسیده به ترمینال شرق,02177166876,2,14:00:00,22:30:00,خیابان دماوند نرسیده به ترمینال شرق،جنب ایستگاه داریوش،خیابان حیدری,False,True,False,False,False,True,False,True,1,1,5,2,0,35.71623063229165,51.50152780115604
1005, آپ آرت مان ,tehran,خیابان ایرانشهر,02188866722,2,08:30:00,23:30:00,خیابان ایرانشهر، خیابان کلانتری، پلاک 48,False,False,False,True,False,False,False,True,4,3,4,3,0,35.71294164121228,51.4186006039381
1006, باغ موزه مقدم ,tehran,خیابان امام خمینی,0219120157347,1,09:00:00,17:00:00,خیابان امام خمینی ، بعد از شیخ هادی ، موزه مقدم,False,False,False,True,True,False,False,True,3,3,4,3,0,35.687295,51.404965
1007, عمارت روبرو ,tehran,چهارراه ولیعصر,02166404230,1,08:00:00,23:00:00,چهارراه ولیعصر، ضلع شمال شرقی، نبش بانک شهر،بن بست کیانپور,False,False,False,True,False,False,False,True,3,2,3,3,0,35.7016018542234,51.4058964353445
1008, شاهنامه ,tehran,میدان نوبنیاد,02122829248,2,11:00:00,00:00:00,میدان نوبنیاد، ضلع جنوب غربی، نبش پاساژ غزال,False,False,False,False,False,True,False,True,4,4,3,3,0,35.791071,51.477191
1009, جار ,tehran,خیابان یوسف‌آباد,02188726908,2,09:00:00,23:00:00,خیابان یوسف‌آباد، خیابان ۱۸، پلاک ۳۵,False,True,False,True,False,False,False,True,4,5,4,4,0,35.727482,51.406143
1010, خروج ,tehran,بلوار کشاورز,02188972972,1,08:00:00,23:30:00,بلوار کشاورز، خیابان فلسطین، کوچه حجت‌دوست، پلاک ۳,False,True,False,True,False,False,False,True,4,4,4,4,0,35.7099094729753,51.4037538026847
1011, لوشانه ,tehran,میدان تجریش,02122710093,2,10:00:00,22:00:00,میدان تجریش ، بازار قائم، طبقه پنجم,False,True,False,False,False,True,False,True,5,4,4,4,0,35.8058071226791,51.430535036634
1012, کافه چای بار ,tehran,خیابان دزاشیب٬ خیابان کریمی٬ خیابان سلیمی شمالی,02122210311,2,09:00:00,23:00:00,خیابان دزاشیب٬ خیابان کریمی٬ خیابان سلیمی شمالی، پلاک ۱۴۵,False,False,False,True,False,False,False,True,4,4,4,3,0,35.804098,51.445908
1013, لمیز(میدان فاطمی) ,tehran,میدان فاطمی (ضلع شمال غربی),02188967443,1,07:00:00,00:00:00,میدان فاطمی (ضلع شمال غربی) ، جنب پاساژ لئون ،  پلاک 18,False,True,False,False,False,False,False,True,4,4,4,4,0,35.719933,51.405224
1014, امیر ,tehran,خیابان ولیعصر ابتدای یوسف آباد بین چهارم وششم,02188974400,2,12:00:00,23:00:00,خیابان ولیعصر ابتدای یوسف آباد بین چهارم وششم,False,True,True,True,False,False,False,True,4,4,4,3,0,35.72297206802729,51.40840083360672
1015, آرمنیا ,tehran,خیابان مطهری,02188841634,2,10:00:00,22:00:00,خیابان مطهری، خیابان فجر، خیابان لطفی، پلاک 126,False,True,False,False,False,False,False,True,4,4,4,4,0,35.72433629144757,51.43840067088604
1016, بستنی متینو ,tehran,تجریش - خیابان ولیعصر - روبروی باغ فردوس - جنب بانک سامان,02122709084,2,08:00:00,00:00:00,تجریش - خیابان ولیعصر - روبروی باغ فردوس - جنب بانک سامان,False,False,False,False,False,False,False,True,4,3,3,3,0,35.80447847874091,51.42123553901911
1017, هتل برج سفید  ,tehran,پاسداران,02122554000,3,11:00:00,23:00:00,پاسداران، روبروی بوستان ششم، هتل برج سفید,False,True,False,False,False,False,False,True,1,1,3,5,0,35.7664793561277,51.4560556065852
1018, ریک ,tehran,سعادت آباد,02122118102,2,10:00:00,23:30:00,سعادت آباد،ميدان بهرود،كوچه٣٣،روبروي هتل اسپيناس,False,True,False,True,False,False,False,True,4,4,4,4,0,35.79271456463248,51.35705530643463
1019, عود ,tehran,بلوارکشاورز,02166595766,2,11:00:00,00:00:00,بلوارکشاورز، خیابان جمالزاده شمالی، نبش کوچه قاجار، پلاک ۵۲۲,True,True,True,True,False,True,False,True,4,2,4,3,0,35.711212,51.384464
1020, دنو ,tehran,بزرگراه ستاری شمال,02144961463,2,09:00:00,23:00:00,بزرگراه ستاری شمال، مجتمع تجاری فرهنگی کوروش، طبقه اول,False,True,False,False,False,False,True,True,3,3,3,3,0,35.7382406434746,51.3139660521793
1021, میرا ,tehran,ضلع جنوب غربی میدان انقلاب,02166575736,2,08:00:00,22:30:00,ضلع جنوب غربی میدان انقلاب، جنب بانک پارسیان، ساختمان اسفند، طبقه اول,False,False,False,True,False,False,False,True,4,4,4,4,0,35.7004475657779,51.3907181590272
1022, سلفی ,tehran,خیابان ولیعصر روبروی تئاتر شهر جنب كوچه پشن پاساژ صدف واحد 16,02166499792,1,10:00:00,22:00:00,خیابان ولیعصر روبروی تئاتر شهر جنب كوچه پشن پاساژ صدف واحد 16,False,False,False,True,False,False,False,True,4,4,4,4,0,35.6996047806174,51.4045224946039
1023, مان و رو ,tehran,خیابان ولیعصر,02188873774,1,08:00:00,22:00:00,خیابان ولیعصر ، نبش خیابان میرداماد ، مجتمع تجاری اسکان ، طبقه زیر همکف,False,True,False,True,False,False,False,True,4,3,4,4,0,35.763589,51.410807
1024, عتیق ,tehran,میدان شیخ بهایی,02188048166,2,08:00:00,23:00:00,میدان شیخ بهایی، برج آفتاب,False,True,False,False,False,False,False,True,0,0,0,0,0,35.76620647223939,51.39523923397064
1025, امیرشکلات (تیراژه) ,tehran,اشرفی اصفهانی,02144493137,1,10:00:00,23:00:00,اشرفی اصفهانی، مجتمع تجاری تیراژه طبقه زیر همکف,False,False,False,False,False,False,True,True,3,3,2,3,0,35.70848133251505,51.46124839782715
1026, روجا ,tehran,خیابان جمهوری,02133904790,2,10:00:00,22:00:00,خیابان جمهوری ،بعد ازسعدی خیابان صف، مجتمع تجاری باغ سپهسالار طبقه 1-,False,False,False,True,False,False,False,True,4,3,3,3,0,35.6938006245968,51.42578691244125
1027, گوشه ,tehran,خیابان شهید مفتح,02188862554,1,09:30:00,22:00:00,خیابان شهید مفتح، نبش تقاطع سمیه، جنب هتل مارلیک، پلاک ۶۵,False,True,True,True,False,False,False,True,4,4,4,3,0,35.7058335295232,51.4256445442448
1028, رنگ ,tehran,خیابان شهید مدنی,02177587806,2,11:00:00,22:30:00,خیابان شهید مدنی، جنب مترو شهید مدنی، مرکز خرید تیراژه ۲، طبقه چهارم، واحد ۴۲۸,False,False,False,True,False,False,False,True,3,3,3,3,0,35.7090522310421,51.4520605006568
1029, ایده ,tehran,خیابان کریمخان,02188349691,1,07:30:00,23:30:00,خیابان کریمخان، خیابان خردمند شمالی، خیابان هجدهم، پلاک ۲۸,False,True,False,True,False,False,False,True,4,4,4,4,0,35.7199467436699,51.4195496668034
1030, میلیو ,tehran,میدان هروی,02122984190,2,12:00:00,00:00:00,میدان هروی، بلوارگلزار، خیابان شهیدخاک، پلاک 5,False,False,False,True,False,False,False,True,5,5,5,5,0,35.7630376177418,51.476172208786
1031, بارن ,tehran,خیابان مطهری,02188341252,2,07:00:00,23:30:00,خیابان مطهری، خیابان سهروردی جنوبی، خیابان اورامان، پلاک ۱۳,False,True,False,False,False,False,False,True,4,4,4,3,0,35.722362,51.433974
1032, ری را ,tehran,خیابان نوفل لوشاتو بن بست لولاگر شماره ۵,02166707646,2,09:30:00,23:30:00,خیابان نوفل لوشاتو بن بست لولاگر شماره ۵,False,False,False,False,False,False,False,True,4,4,4,3,0,35.6969784571208,51.4114308765927
1033, بوفه کتاب مکتب تهران ,tehran,خیابان کریمخان آبان جنوبی پایین تراز ورشو کوچه کیوان پلاک8,02188891512,1,11:00:00,23:00:00,خیابان کریمخان آبان جنوبی پایین تراز ورشو کوچه کیوان پلاک8,False,False,False,True,True,False,False,True,3,4,4,4,0,35.7093643625068,51.4135578616039
1034, هات چاکلت نیلوفر ,tehran,تهران,02188762424,1,07:30:00,00:00:00,تهران، سهروردی شمالی، آپادانا، خیابان نیلوفر، پلاک 126,False,False,False,False,False,False,False,True,4,3,2,4,0,35.7398258113826,51.4326576845264
1035, کارزین ونک ,tehran,خیابان ونک,02188677041,2,08:00:00,00:00:00,خیابان ونک،نبش کاروتجارت مرکز خرید ونک,False,True,False,False,False,False,False,True,0,0,0,0,0,35.75998344947008,51.4056146889925
1036, کوکو ,tehran,شهرک غرب بلوار فرحزادی خیابان عباسی اناری (ارغوان) پاساژ آریا,02188385277,2,09:00:00,11:30:00,شهرک غرب بلوار فرحزادی خیابان عباسی اناری (ارغوان) پاساژ آریا,False,True,False,True,False,False,True,True,0,0,0,0,0,35.7698343367215,51.358447648115
1037, دلو ,tehran,فاز ۱ اكباتان,02144666004,2,08:00:00,00:00:00,فاز ۱ اكباتان ، بلوار نفيسي ، پلاک۷۹ ، طبقه اول ، واحد۲,True,True,False,True,False,True,False,True,4,4,4,4,0,35.71092375098214,51.31568408398607
1038, ویکافه (فلسطین) ,tehran,خیابان فلسطین,02166976041,2,08:00:00,22:30:00,خیابان فلسطین، بالاتر از خیابان انقلاب، نبش خیابان نایبی,False,True,False,True,False,False,False,True,4,4,4,4,0,35.7021755769361,51.4026110306723
1039, سارا ,tehran,خیابان ولیعصر,,1,08:00:00,22:30:00,خیابان ولیعصر، بین خیابان رشت و طالقانی، پلاک 1521,False,False,False,True,False,False,False,True,4,4,4,4,0,35.7050003938416,51.4059574102727
1040, درسا ,tehran,خیابان شریعتی,02126643255,3,10:00:00,23:00:00,خیابان شریعتی، نرسیده به دوراهی دولت، بالاتر از تقاطع یخچال، خانه درسا، طبقه سوم,False,True,False,False,False,False,True,True,4,4,5,4,0,35.7719794814923,51.4390511622556
1041, ویونا پلاس ,tehran,بزرگراه شهید حقانی,02143937,1,08:30:00,23:30:00,بزرگراه شهید حقانی، خیابان شهیدی، انتهای کوچه کمان، پارک آب و آتش,False,True,False,False,True,False,False,True,4,4,4,4,0,35.75679775031656,51.41733510419726
1042, بن آیس (اندرزگو) ,tehran,خیابان اندرزگو,02122233304,2,07:00:00,23:00:00,خیابان اندرزگو، نبش بلوچ شمالی، پایین ساختمان علی بابا,False,False,True,False,False,False,False,True,5,2,2,2,0,35.797154382356,51.44505858421326
1043, کارگاه جلاتو ,tehran,شهرک غرب,02188088181,2,10:00:00,23:00:00,شهرک غرب،فاز ۱ ،خیابان ایران زمین،مرکز تجاری گلستان،طبقه همکف شماره115,False,False,False,False,False,False,False,True,4,4,4,3,0,35.7531314129306,51.37436628341675
1044, بستنی ناصر ,tehran,پاسداران,02122802820,1,16:00:00,00:00:00,پاسداران، بالاتر از نوبنیاد، روبروی نارنجستان یکم,False,False,False,False,False,False,False,True,4,3,2,4,0,35.7934394042134,51.4767731253357
1045, ب لین ,tehran,خیابان کریمخان,02186072385,1,08:00:00,23:00:00,خیابان کریمخان، خیابان ایرانشهر، پایینتر از پارک هنرمندان، کوچه دهقانی، پلاک 4,False,True,False,False,False,False,False,True,4,4,4,4,0,35.70836535680385,51.41989946365356
1046, ملودی ,tehran,سهروردی شمالی,02188743656,2,08:30:00,23:30:00,سهروردی شمالی، بعد از مطهری، کوچه باغ,False,True,False,True,False,True,False,True,4,4,4,4,0,35.72515952310902,51.43489292822778
1047, نسکو ,tehran,خیابان آزادی,02166077081,2,09:30:00,23:00:00,خیابان آزادی، خیابان استاد معین، مجموعه معین مال، طبقه دوم، واحد 213,False,True,False,True,False,True,True,True,5,4,4,4,0,35.69960080739287,51.34761929512024
1048, روبرتو ,tehran,پاسداران,02126701830,2,08:00:00,23:00:00,پاسداران، بوستان دوم، پلاک 4,False,False,False,False,False,False,False,True,4,4,4,4,0,35.7636660664692,51.45572304725647
1049, گذر ,tehran,کریم‌خان,021,1,07:00:00,22:00:00,کریم‌خان، ابتدای ایرانشهر، پلاک ۲۳۹,False,False,True,False,False,False,False,True,4,4,4,4,0,35.7155190412293,51.4194163957323
1050, دودو ,tehran,فلکه دوم صادقیه,02144289267,2,10:00:00,22:00:00,فلکه دوم صادقیه، برج گلدیس، طبقه اول، واحد 58,False,False,False,False,False,False,True,True,2,2,2,2,0,35.7218780517578,51.336254119873
1051, سپنج ,tehran,یوسف آباد,02188060975,1,08:00:00,23:30:00,یوسف آباد، نبش خیابان 63، پلاک 2/483,False,True,True,True,True,False,False,True,4,4,4,4,0,35.7476755357964,51.40505611896515
1052, لمیز (انقلاب) ,tehran,میدان انقلاب,02166128225,1,07:00:00,23:00:00,میدان انقلاب،ابتدای کارگر شمالی،پلاک 1012,False,False,False,False,False,False,False,True,3,3,3,4,0,35.702150475416,51.3909487198427
1053, لمیز (میرداماد) ,tehran,خیابان میرداماد,02126401507,1,08:00:00,11:00:00,خیابان میرداماد، پاساژ رز، جنب مترو، طبقه همکف,False,False,False,False,False,False,False,True,4,4,4,4,0,35.7599686437436,51.4341034687292
1054, لمیز (تجریش) ,tehran,میدان تجریش,02122708061,1,07:00:00,00:00:00,میدان تجریش، ابتدای خیابان ملکی (سعد آباد)، پلاک 6,False,False,False,False,False,False,False,True,4,3,3,4,0,35.8072551972983,51.4280334392956
1055, شانو ,tehran,شریعتی,02122007220,2,07:00:00,23:00:00,شریعتی، روبه روی مترو قلهک، ساختمان آ س پ، طبقه همکف,False,True,True,True,False,False,False,True,4,5,4,4,0,35.7731594470559,51.4385486852082
1056, سام کافه (ونک) ,tehran,تقاطع خیابان خدامی و آفتاب,02186092106,2,08:00:00,23:00:00,تقاطع خیابان خدامی و آفتاب، ضلع جنوب شرقی، جنب پارک، ساختمان مادیران,False,False,False,False,False,False,False,True,4,3,4,3,0,35.7657891044572,51.3985986748797
1057, سوشه ,tehran,میدان ونک,02188621517,1,08:30:00,00:00:00,میدان ونک، خیابان خدامی، خیابان آفتاب، پلاک 15,False,False,False,True,False,False,False,True,0,0,0,0,0,35.7668068894094,51.3992853186239
1058, آن ,tehran,میدان ولیعصر,02188852309,2,09:00:00,23:30:00,میدان ولیعصر، جنب سینما قدس، انتهای کوچه مینو، ساختمان 105، طبقه همکاف، واحد 3,False,False,False,False,False,False,False,True,5,4,4,4,0,35.71059037311291,51.40589296817779
1059, هوکاجی ,tehran,خيابان پاسداران.خيابان بوستان دوم.نبش فرخي يزدي.پلاك 28.طبقه اول,02122886542,2,11:30:00,23:30:00,خيابان پاسداران.خيابان بوستان دوم.نبش فرخي يزدي.پلاك 28.طبقه اول,True,True,False,True,True,False,False,True,4,4,4,4,0,35.7618467298014,51.459984334205
1060, اسکان الوند(شار) ,tehran,میدان آرژانتین-خیابان الوند-کوچه اسفراین-نبش اهورامزدا-هتل اسکان الوند,02142760,1,08:00:00,00:00:00,میدان آرژانتین-خیابان الوند-کوچه اسفراین-نبش اهورامزدا-هتل اسکان الوند,False,False,False,True,False,False,True,True,4,4,4,4,0,35.74400687329378,51.41455633565783
1061, ناندو ,tehran,اقدسیه,02122446312,2,11:00:00,00:00:00,اقدسیه ،اتوبان ارتش ، بلوار سوهانک، ورودی شرقی برج های تجاری مسکونی آتیساز 2 ، برج مریم ، واحد 7 تجاری,False,True,True,True,False,True,False,True,0,0,0,0,0,35.79600488333931,51.52584135532379
1062, صدف(میرداماد) ,tehran,خیابان میرداماد-نرسیده به میدان مادر-جنب بانک صادرات-پلاک 102-نیم طبقه اول,02122915960,2,11:00:00,21:00:00,خیابان میرداماد-نرسیده به میدان مادر-جنب بانک صادرات-پلاک 102-نیم طبقه اول,False,True,False,False,False,False,False,True,5,5,5,5,0,35.75846774840831,51.44138932228088
1063, پنجره ,tehran,بلوار کشاورز,02166978677,2,07:00:00,23:00:00,بلوار کشاورز ، خیابان ۱۶ آذر ، روبروی در ورودی دانشگاه تهران،  پلاک ۵۲,False,False,False,True,False,False,False,True,4,3,4,4,0,35.70713,51.391449
1064, خاص ,tehran,دارآباد,02126152881,2,08:00:00,00:00:00,دارآباد،انتهای خیابان محبی، پلاک 30,False,True,False,True,True,False,False,True,3,3,4,3,0,35.82025940140632,51.49214744567871
1065, سام کافه (سام سنتر) ,tehran,خیابان فرشته.مرکز خرید سام سنتر,02122653842,2,09:00:00,22:00:00,خیابان فرشته.مرکز خرید سام سنتر، طبقه دوم,False,False,False,True,False,False,True,True,4,4,4,4,0,35.7909564500051,51.4199136007209
1066, کافه نادری ,tehran,خیابان جمهوری,02166720791,2,10:00:00,19:00:00,خیابان جمهوری ، بین سی تیر و چهارراه استامبول ، پلاک 524 و 520,False,False,False,False,False,False,False,True,3,2,3,3,0,35.69484227614601,51.41676664352417
1067, کافه کوچه ,tehran,یوسف آباد.خیابان بیستون.بین خیابان 16 و 18,02188728687,2,12:00:00,23:30:00,یوسف آباد.خیابان بیستون.بین خیابان 16 و 18,False,True,False,True,False,False,False,True,4,4,4,4,0,35.72678867743653,51.40509366989136
1068, کین ,tehran,فرمانیه.بلواراندرزگو.طبقه فوقانی شیرینی نیشکر,02122238061,2,11:00:00,23:00:00,فرمانیه.بلواراندرزگو.طبقه فوقانی شیرینی نیشکر، پلاک 66,False,True,True,True,False,True,False,True,4,3,3,4,0,35.7985858620203,51.44820213317871
1069, لیو وان ,tehran,میدان ونک,02188888651,3,12:00:00,00:00:00,میدان ونک، گاندی شمالی، کوچه برادران شریفی، پلاک 57,True,True,False,True,False,True,False,True,4,4,4,3,0,35.7594199786913,51.4102455066309
1070, نزدیک کتاب ,tehran,خیابان کریم‌خان زند,02188490726,2,10:00:00,22:30:00,خیابان کریم‌خان زند، بین ایرانشهر و ماهشهر، شماره‌ ۱۳۴، طبقه‌ اول,False,False,False,True,False,False,False,True,4,4,4,4,0,35.71500510289724,51.41962051391601
1071, آنسو ,tehran,خیابان نجات الهی (خیابان ویلا),02188803714,2,08:00:00,23:00:00,خیابان نجات الهی (خیابان ویلا)،خیابان ورشو،پلاک 11،زنگ یک,False,True,False,True,False,False,False,True,4,4,5,4,0,35.71021060291552,51.41429632902145
1072, پارت کافه ,tehran,اتوبان ستاري شمال,02144971968,1,10:00:00,23:30:00,اتوبان ستاري شمال،بالاتر از حكيم،پاساژ كوروش،طبقه ٥,False,False,False,False,False,False,True,True,2,2,3,2,0,35.73829428606246,51.31375892087817
1073, آس ,tehran,ابتدای پاسداران,02122899313,2,08:30:00,00:00:00,ابتدای پاسداران، بعد از پل همت ، جنب دشستان سوم,False,True,True,True,False,False,False,True,4,4,4,3,0,35.754716,51.452415
1074, رایا ,tehran,خيابان كريم خان خردمند شمالي بعد از بانك تجارت پلاك ٨٩,02188309010,1,07:00:00,23:00:00,خيابان كريم خان خردمند شمالي بعد از بانك تجارت پلاك ٨٩,False,False,False,True,False,False,False,True,4,4,4,4,0,35.71620558834338,51.42178773880005
1075, کاژه ,tehran,نارمک,021,2,11:00:00,22:00:00,نارمک، چهارراه تلفن خانه، ۴۶متری نارمک، خیابان دین محمدی، پلاک ۳۲,False,False,False,True,False,False,False,True,4,4,4,3,0,35.71520393284084,51.48967981338501
1076, اوریانت ,tehran,خیابان مفتح.نرسیده به انقلاب,02188347810,2,08:30:00,20:00:00,خیابان مفتح.نرسیده به انقلاب,False,False,False,False,False,False,False,True,4,4,4,4,0,35.70239526865087,51.42583492372068
1077, عمارت (تهرانپارس) ,tehran,تهرانپارس,02177738715,2,10:00:00,22:00:00,تهرانپارس ، بین فلکه دوم وتیرانداز ، نبش 162غربی  ، پلاک 134,True,False,False,True,False,True,False,True,3,3,3,3,0,35.73292965416676,51.52829272672534
1078, ویونا (برج میلاد) ,tehran,بالای برج میلاد,02188620337,2,10:00:00,22:00:00,بالای برج میلاد,False,True,False,False,False,False,True,True,3,4,4,4,0,35.74486105925892,51.37520313262939
1079, لوندر (زعفرانیه) ,tehran,خیابان ولیعصر,02122176249,2,08:00:00,22:00:00,خیابان ولیعصر، خیابان زعفرانیه، خیابان مقدس اردبیلی، نرسیده به پسیان، پلاک 27,False,False,False,False,False,False,False,True,0,0,0,0,0,35.8020512190365,51.4175455034633
1080, آندورا ,tehran,چهارراه ولیعصر خیابان برادران مظفری شمالی جنب بازار رضا پلاک77,02166950935,2,10:00:00,23:30:00,چهارراه ولیعصر خیابان برادران مظفری شمالی جنب بازار رضا پلاک77,False,False,False,True,False,False,False,True,4,5,4,4,0,35.70229899294385,51.4042816311121
1081, لئون ,tehran,بزرگراه کردستان,02188614999,2,07:00:00,23:30:00,بزرگراه کردستان، مجتمع ASP، واحد ۱۹,False,True,True,True,False,False,False,True,4,4,4,3,0,35.7445451285317,51.39897286891937
1082, ویونا(دریای نور) ,tehran,خیابان بهشتی,02188171977,2,07:30:00,22:30:00,خیابان بهشتی، خیابان سرافراز، برج دریای نور,False,True,True,False,False,False,False,True,4,4,4,4,0,35.72905611465337,51.42081409692764
1083, لانجین (شهرک غرب) ,tehran,شهرک غرب,02188073283,2,07:30:00,23:30:00,شهرک غرب، بلوار دادمان، پلاک 36,False,False,True,False,False,False,False,True,3,3,3,3,0,35.76549520488864,51.35863244533539
1084, لانجین (گاندی) ,tehran,گاندی جنوبی,02188877930,2,07:30:00,23:30:00,گاندی جنوبی، بین خیابان پانزدهم و هفدهم، پلاک 53,False,True,True,False,False,False,False,True,4,4,4,4,0,35.75319595259999,51.41288495011395
1085, صدف(ولیعصر) ,tehran,تهران,02188774591,1,09:00:00,23:00:00,تهران، خیابان ولیعصر، بالاتر از پارک ساعی، مرکز خرید صدف، طبقه همکف واحد 19,False,True,False,True,False,False,False,True,5,5,5,4,0,35.7393014388539,51.4094356293208
1086, لیدو ,tehran,نارمک,02177945526,2,08:00:00,00:00:00,نارمک، خیابان جانبازان شرقی، کوچه مصطفوی، پلاک27,False,True,False,True,False,False,False,True,4,4,4,4,0,35.72988848328007,51.49510324001312
1087, کیک استدیو ورتا ,tehran,خ انقلاب,02166475300,1,08:00:00,22:30:00,خ انقلاب، بین چهارراه وصال و اسکو، پلاک 979 جنب سینما سپیده,False,False,False,True,False,False,False,True,4,3,4,4,0,35.7012545799838,51.3999009132385
1088, پارادیزو (مطهری) ,tehran,خیابان مطهری,02188848022,2,09:00:00,21:30:00,خیابان مطهری،بعد از مفتح،خیابان مهرداد،پلاک 12,False,True,True,True,False,False,False,True,4,4,4,4,0,35.723377,51.429298
1089, دوریس ,tehran,پاسداران,02122311693,2,16:00:00,23:00:00,پاسداران ، خیابان اخوان (بوستان دوم) ، خیابان گیلان شرقی ، بعد از شهید عراقی ، خیابان پایدارفرد ، پلاک 49,False,True,True,True,False,False,False,True,3,3,2,2,0,35.7599411010742,51.4642677307129
